0.32,0.29
0.32,0.30
0.32,0.30
0.31,0.30
0.31,0.30
0.31,0.30
0.31,0.30
0.31,0.30
0.31,0.30
0.31,0.30
0.31,0.30
0.31,0.30
0.32,0.30
0.32,0.31
0.32,0.31
0.32,0.31
0.32,0.31
0.32,0.31
0.32,0.31
0.31,0.31
0.31,0.31
0.31,0.31
0.30,0.31
0.30,0.31
0.29,0.31
0.29,0.31
0.28,0.31
0.27,0.31
0.26,0.30
0.25,0.30
0.24,0.30
0.23,0.30
0.22,0.29
0.21,0.29
0.19,0.28
0.18,0.28
0.16,0.27
0.14,0.26
0.12,0.26
0.10,0.25
0.07,0.24
0.05,0.23
0.02,0.22
-0.01,0.21
-0.04,0.19
-0.06,0.18
-0.09,0.16
-0.13,0.15
-0.16,0.13
-0.18,0.11
-0.22,0.09
-0.25,0.07
-0.28,0.04
-0.30,0.02
-0.33,-0.00
-0.36,-0.03
-0.39,-0.05
-0.42,-0.08
-0.45,-0.10
-0.49,-0.13
-0.52,-0.15
-0.55,-0.18
-0.58,-0.21
-0.62,-0.23
-0.66,-0.26
-0.68,-0.29
-0.72,-0.32
-0.76,-0.35
-0.79,-0.38
-0.82,-0.41
-0.85,-0.44
-0.89,-0.47
-0.93,-0.50
-0.96,-0.53
-1.00,-0.56
-1.05,-0.59
-1.09,-0.62
-1.12,-0.66
-1.16,-0.69
-1.20,-0.73
-1.24,-0.76
-1.26,-0.80
-1.29,-0.83
-1.32,-0.87
-1.35,-0.90
-1.37,-0.94
-1.40,-0.97
-1.43,-1.00
-1.47,-1.03
-1.49,-1.07
-1.52,-1.10
-1.56,-1.13
-1.59,-1.16
-1.61,-1.19
-1.64,-1.22
-1.66,-1.25
-1.69,-1.29
-1.70,-1.32
-1.73,-1.35
-1.77,-1.38
-1.81,-1.40
-1.84,-1.43
-1.90,-1.46
-1.96,-1.48
-2.03,-1.51
-2.08,-1.54
-2.16,-1.58
-2.24,-1.61
-2.33,-1.65
-2.38,-1.69
-2.46,-1.74
-2.54,-1.78
-2.60,-1.83
-2.64,-1.89
-2.69,-1.95
-2.74,-2.00
-2.79,-2.06
-2.83,-2.11
-2.87,-2.17
-2.92,-2.22
-2.95,-2.27
-2.97,-2.32
-2.99,-2.37
-3.01,-2.42
-3.02,-2.47
-3.02,-2.52
-3.01,-2.56
-3.00,-2.60
-2.99,-2.64
-2.98,-2.67
-2.96,-2.70
-2.93,-2.73
-2.91,-2.75
-2.88,-2.77
-2.86,-2.78
-2.81,-2.79
-2.76,-2.80
-2.69,-2.81
-2.64,-2.81
-2.56,-2.80
-2.47,-2.80
-2.39,-2.78
-2.34,-2.76
-2.27,-2.74
-2.21,-2.70
-2.16,-2.67
-2.13,-2.63
-2.09,-2.59
-2.06,-2.54
-2.02,-2.50
-1.99,-2.46
-1.94,-2.42
-1.89,-2.39
-1.84,-2.35
-1.80,-2.31
-1.75,-2.27
-1.69,-2.23
-1.63,-2.19
-1.59,-2.15
-1.54,-2.10
-1.49,-2.06
-1.45,-2.01
-1.42,-1.97
-1.38,-1.92
-1.34,-1.87
-1.31,-1.83
-1.28,-1.78
-1.25,-1.74
-1.21,-1.70
-1.18,-1.66
-1.16,-1.62
-1.13,-1.58
-1.10,-1.54
-1.07,-1.50
-1.06,-1.47
-1.03,-1.43
-1.00,-1.40
-0.98,-1.36
-0.96,-1.33
-0.94,-1.30
-0.92,-1.27
-0.89,-1.24
-0.86,-1.21
-0.84,-1.18
-0.81,-1.15
-0.77,-1.12
-0.73,-1.10
-0.70,-1.07
-0.66,-1.04
-0.62,-1.01
-0.58,-0.98
-0.55,-0.95
-0.51,-0.92
-0.46,-0.89
-0.41,-0.86
-0.38,-0.83
-0.33,-0.79
-0.28,-0.76
-0.24,-0.72
-0.20,-0.69
-0.15,-0.65
-0.10,-0.61
-0.06,-0.58
-0.02,-0.54
0.03,-0.50
0.08,-0.46
0.13,-0.42
0.16,-0.38
0.21,-0.34
0.25,-0.29
0.30,-0.25
0.33,-0.21
0.37,-0.17
0.41,-0.13
0.46,-0.08
0.48,-0.04
0.52,-0.00
0.56,0.04
0.60,0.08
0.62,0.12
0.66,0.16
0.69,0.20
0.72,0.24
0.74,0.28
0.77,0.32
0.79,0.35
0.82,0.39
0.83,0.42
0.85,0.46
0.87,0.49
0.88,0.52
0.90,0.55
0.91,0.58
0.93,0.61
0.94,0.63
0.95,0.66
0.97,0.68
0.98,0.70
0.99,0.73
1.01,0.75
1.02,0.77
1.04,0.79
1.05,0.81
1.07,0.83
1.08,0.84
1.10,0.86
1.11,0.88
1.13,0.90
1.15,0.92
1.16,0.93
1.17,0.95
1.18,0.97
1.19,0.98
1.20,1.00
1.20,1.01
1.21,1.03
1.22,1.04
1.22,1.06
1.22,1.07
1.22,1.08
1.22,1.09
1.22,1.10
1.21,1.12
1.20,1.12
1.19,1.13
1.18,1.14
1.17,1.14
1.16,1.15
1.14,1.15
1.13,1.15
1.11,1.15
1.09,1.15
1.07,1.15
1.05,1.14
1.04,1.14
1.02,1.13
1.01,1.12
1.00,1.11
0.99,1.10
0.99,1.09
0.99,1.08
0.99,1.07
0.99,1.06
1.00,1.05
1.00,1.05
1.01,1.04
1.01,1.03
1.02,1.03
1.02,1.02
1.03,1.02
1.03,1.02
1.03,1.02
1.03,1.02
1.03,1.02
1.02,1.02
1.01,1.02
1.01,1.02
0.99,1.02
0.97,1.02
0.95,1.01
0.94,1.01
0.92,1.01
0.89,1.00
0.87,1.00
0.86,0.99
0.84,0.98
0.82,0.97
0.81,0.96
0.80,0.94
0.79,0.93
0.79,0.92
0.78,0.91
0.78,0.89
0.77,0.88
0.76,0.87
0.76,0.86
0.76,0.85
0.75,0.84
0.75,0.84
0.75,0.83
0.74,0.82
0.74,0.81
0.73,0.80
0.73,0.80
0.73,0.79
0.72,0.78
0.72,0.78
0.72,0.77
0.72,0.76
0.71,0.76
0.71,0.75
0.71,0.75
0.71,0.74
0.71,0.74
0.70,0.74
0.70,0.73
0.70,0.73
0.71,0.73
0.71,0.72
0.71,0.72
0.72,0.72
0.72,0.71
0.72,0.71
0.73,0.71
0.74,0.71
0.75,0.71
0.76,0.71
0.78,0.71
0.79,0.71
0.80,0.72
0.81,0.72
0.83,0.72
0.84,0.73
0.85,0.74
0.86,0.74
0.88,0.75
0.89,0.76
0.91,0.77
0.92,0.77
0.94,0.78
0.96,0.79
0.97,0.80
0.99,0.81
1.01,0.82
1.03,0.84
1.04,0.85
1.06,0.86
1.07,0.88
1.09,0.89
1.09,0.90
1.11,0.92
1.12,0.93
1.12,0.95
1.13,0.96
1.14,0.97
1.14,0.98
1.15,1.00
1.16,1.01
1.16,1.02
1.17,1.03
1.18,1.04
1.19,1.05
1.20,1.06
1.22,1.07
1.23,1.08
1.24,1.09
1.26,1.10
1.28,1.11
1.29,1.12
1.30,1.13
1.31,1.14
1.32,1.15
1.33,1.16
1.34,1.18
1.36,1.19
1.37,1.20
1.38,1.21
1.40,1.22
1.41,1.23
1.43,1.24
1.43,1.26
1.44,1.27
1.45,1.28
1.46,1.29
1.46,1.31
1.47,1.32
1.48,1.33
1.49,1.34
1.50,1.35
1.51,1.36
1.52,1.37
1.53,1.38
1.53,1.39
1.54,1.40
1.54,1.41
1.54,1.42
1.54,1.43
1.54,1.44
1.54,1.45
1.53,1.45
1.53,1.46
1.52,1.47
1.51,1.47
1.50,1.47
1.48,1.48
1.47,1.48
1.46,1.48
1.44,1.48
1.42,1.48
1.40,1.47
1.38,1.47
1.36,1.46
1.34,1.46
1.31,1.45
1.29,1.44
1.27,1.43
1.24,1.42
1.21,1.41
1.18,1.39
1.16,1.38
1.12,1.36
1.08,1.35
1.06,1.33
1.02,1.31
0.98,1.29
0.93,1.27
0.90,1.24
0.85,1.22
0.80,1.19
0.75,1.17
0.72,1.14
0.67,1.11
0.62,1.08
0.57,1.04
0.53,1.01
0.48,0.97
0.43,0.94
0.38,0.90
0.34,0.86
0.29,0.82
0.24,0.78
0.20,0.74
0.17,0.70
0.13,0.66
0.09,0.61
0.04,0.57
0.02,0.53
-0.02,0.49
-0.06,0.45
-0.09,0.41
-0.13,0.37
-0.17,0.33
-0.22,0.29
-0.25,0.25
-0.29,0.21
-0.34,0.18
-0.38,0.14
-0.41,0.10
-0.45,0.06
-0.49,0.02
-0.52,-0.02
-0.54,-0.06
-0.58,-0.10
-0.61,-0.14
-0.64,-0.17
-0.66,-0.21
-0.70,-0.25
-0.73,-0.28
-0.77,-0.32
-0.80,-0.35
-0.84,-0.38
-0.89,-0.42
-0.94,-0.45
-0.98,-0.48
-1.04,-0.52
-1.10,-0.55
-1.17,-0.59
-1.21,-0.63
-1.27,-0.67
-1.34,-0.71
-1.40,-0.76
-1.44,-0.80
-1.50,-0.85
-1.56,-0.90
-1.62,-0.94
-1.68,-0.99
-1.72,-1.04
-1.77,-1.09
-1.82,-1.14
-1.86,-1.19
-1.89,-1.24
-1.93,-1.29
-1.97,-1.34
-2.01,-1.39
-2.03,-1.44
-2.07,-1.49
-2.11,-1.53
-2.14,-1.57
-2.15,-1.62
-2.17,-1.66
-2.19,-1.70
-2.20,-1.74
-2.20,-1.78
-2.21,-1.82
-2.22,-1.85
-2.22,-1.88
-2.22,-1.91
-2.22,-1.94
-2.21,-1.96
-2.21,-1.99
-2.20,-2.01
-2.19,-2.02
-2.17,-2.04
-2.16,-2.05
-2.16,-2.06
-2.15,-2.07
-2.14,-2.08
-2.15,-2.08
-2.16,-2.09
-2.17,-2.09
-2.20,-2.09
-2.24,-2.09
-2.26,-2.09
-2.31,-2.10
-2.35,-2.10
-2.40,-2.11
-2.42,-2.13
-2.46,-2.14
-2.49,-2.16
-2.51,-2.18
-2.51,-2.21
-2.51,-2.23
-2.51,-2.25
-2.50,-2.28
-2.50,-2.30
-2.48,-2.31
-2.47,-2.33
-2.46,-2.34
-2.45,-2.35
-2.44,-2.36
-2.43,-2.37
-2.42,-2.37
-2.41,-2.38
-2.40,-2.38
-2.38,-2.38
-2.36,-2.38
-2.33,-2.38
-2.31,-2.38
-2.28,-2.37
-2.24,-2.37
-2.21,-2.36
-2.19,-2.35
-2.16,-2.34
-2.12,-2.33
-2.09,-2.31
-2.06,-2.30
-2.03,-2.28
-1.99,-2.26
-1.95,-2.24
-1.93,-2.22
-1.90,-2.19
-1.86,-2.17
-1.83,-2.15
-1.81,-2.12
-1.77,-2.09
-1.74,-2.07
-1.71,-2.04
-1.69,-2.02
-1.65,-1.99
-1.62,-1.96
-1.58,-1.93
-1.56,-1.91
-1.52,-1.88
-1.49,-1.85
-1.45,-1.82
-1.43,-1.79
-1.39,-1.76
-1.35,-1.73
-1.32,-1.70
-1.29,-1.67
-1.25,-1.64
-1.21,-1.61
-1.16,-1.58
-1.13,-1.55
-1.08,-1.52
-1.03,-1.48
-0.98,-1.45
-0.92,-1.42
-0.88,-1.38
-0.82,-1.34
-0.75,-1.31
-0.69,-1.27
-0.65,-1.22
-0.58,-1.18
-0.52,-1.14
-0.45,-1.09
-0.41,-1.04
-0.35,-1.00
-0.29,-0.95
-0.23,-0.90
-0.19,-0.85
-0.14,-0.80
-0.08,-0.74
-0.03,-0.69
0.01,-0.64
0.06,-0.59
0.12,-0.54
0.17,-0.49
0.20,-0.44
0.26,-0.39
0.31,-0.34
0.36,-0.29
0.40,-0.24
0.45,-0.19
0.50,-0.14
0.55,-0.09
0.58,-0.04
0.63,0.01
0.68,0.06
0.73,0.11
0.76,0.15
0.80,0.20
0.85,0.25
0.88,0.30
0.92,0.34
0.96,0.39
1.00,0.43
1.02,0.48
1.05,0.52
1.08,0.56
1.10,0.60
1.12,0.65
1.14,0.69
1.15,0.72
1.17,0.76
1.17,0.80
1.18,0.83
1.19,0.86
1.19,0.89
1.19,0.91
1.20,0.94
1.21,0.96
1.20,0.98
1.20,1.00
1.19,1.02
1.18,1.04
1.18,1.05
1.17,1.07
1.17,1.08
1.17,1.09
1.17,1.09
1.17,1.10
1.18,1.10
1.19,1.11
1.20,1.11
1.21,1.12
1.23,1.12
1.25,1.13
1.26,1.13
1.28,1.14
1.30,1.15
1.32,1.15
1.33,1.16
1.34,1.17
1.36,1.18
1.37,1.20
1.38,1.21
1.38,1.22
1.38,1.23
1.38,1.24
1.38,1.26
1.39,1.27
1.40,1.27
1.41,1.28
1.41,1.29
1.41,1.30
1.41,1.31
1.41,1.31
1.41,1.32
1.40,1.33
1.40,1.34
1.39,1.34
1.38,1.35
1.36,1.35
1.34,1.35
1.33,1.35
1.30,1.36
1.27,1.35
1.24,1.35
1.21,1.35
1.17,1.34
1.12,1.33
1.07,1.32
1.04,1.31
0.99,1.29
0.94,1.27
0.89,1.25
0.86,1.23
0.82,1.20
0.79,1.17
0.76,1.14
0.74,1.11
0.72,1.08
0.70,1.05
0.68,1.02
0.66,0.99
0.63,0.96
0.61,0.94
0.59,0.91
0.56,0.88
0.53,0.86
0.51,0.83
0.49,0.81
0.46,0.78
0.43,0.76
0.41,0.73
0.39,0.70
0.37,0.68
0.35,0.65
0.33,0.63
0.32,0.60
0.30,0.58
0.29,0.55
0.28,0.53
0.27,0.51
0.26,0.49
0.25,0.47
0.24,0.45
0.24,0.43
0.23,0.41
0.22,0.40
0.22,0.38
0.21,0.36
0.21,0.35
0.20,0.34
0.20,0.32
0.20,0.31
0.20,0.30
0.19,0.29
0.19,0.28
0.19,0.27
0.19,0.26
0.20,0.26
0.20,0.25
0.21,0.24
0.22,0.24
0.23,0.23
0.24,0.23
0.25,0.23
0.27,0.23
0.28,0.22
0.30,0.23
0.31,0.23
0.33,0.23
0.34,0.24
0.35,0.24
0.37,0.25
0.39,0.26
0.40,0.27
0.41,0.27
0.42,0.28
0.43,0.29
0.44,0.30
0.45,0.31
0.47,0.32
0.48,0.33
0.49,0.34
0.51,0.35
0.52,0.36
0.53,0.38
0.54,0.39
0.56,0.40
0.57,0.41
0.58,0.42
0.59,0.43
0.60,0.44
0.61,0.46
0.62,0.47
0.62,0.48
0.63,0.49
0.64,0.50
0.65,0.51
0.66,0.52
0.68,0.53
0.69,0.54
0.69,0.55
0.70,0.56
0.69,0.57
0.69,0.58
0.68,0.59
0.67,0.60
0.66,0.61
0.64,0.62
0.63,0.63
0.61,0.63
0.59,0.63
0.57,0.63
0.56,0.63
0.54,0.63
0.53,0.62
0.52,0.62
0.51,0.61
0.51,0.60
0.50,0.59
0.50,0.58
0.51,0.57
0.52,0.57
0.53,0.56
0.54,0.55
0.55,0.55
0.57,0.54
0.58,0.54
0.59,0.54
0.62,0.54
0.65,0.54
0.68,0.54
0.70,0.55
0.73,0.56
0.77,0.56
0.81,0.57
0.83,0.58
0.86,0.60
0.88,0.62
0.90,0.63
0.90,0.66
0.91,0.68
0.91,0.70
0.91,0.72
0.91,0.73
0.91,0.75
0.90,0.76
0.90,0.78
0.90,0.79
0.89,0.80
0.89,0.80
0.89,0.81
0.88,0.82
0.88,0.82
0.88,0.83
0.87,0.83
0.87,0.84
0.86,0.84
0.86,0.84
0.86,0.84
0.85,0.85
0.85,0.85
0.84,0.85
0.84,0.85
0.84,0.85
0.84,0.84
0.84,0.84
0.84,0.84
0.84,0.84
0.83,0.84
0.83,0.84
0.82,0.84
0.81,0.84
0.80,0.84
0.80,0.83
0.79,0.83
0.78,0.83
0.77,0.82
0.76,0.82
0.75,0.82
0.74,0.81
0.73,0.81
0.72,0.80
0.70,0.79
0.69,0.79
0.68,0.78
0.67,0.77
0.66,0.76
0.65,0.76
0.64,0.75
0.63,0.74
0.62,0.73
0.62,0.72
0.62,0.71
0.62,0.70
0.62,0.69
0.63,0.68
0.65,0.67
0.66,0.67
0.68,0.66
0.69,0.66
0.71,0.66
0.72,0.66
0.74,0.66
0.76,0.66
0.77,0.66
0.79,0.67
0.81,0.68
0.82,0.68
0.83,0.69
0.84,0.70
0.85,0.71
0.86,0.72
0.86,0.73
0.86,0.74
0.86,0.75
0.87,0.76
0.87,0.77
0.87,0.77
0.88,0.78
0.89,0.79
0.89,0.79
0.90,0.80
0.90,0.81
0.90,0.81
0.90,0.82
0.90,0.83
0.90,0.83
0.90,0.84
0.89,0.85
0.88,0.85
0.87,0.85
0.86,0.86
0.85,0.86
0.83,0.86
0.82,0.86
0.81,0.86
0.79,0.86
0.77,0.85
0.76,0.85
0.74,0.84
0.73,0.83
0.71,0.83
0.69,0.82
0.67,0.81
0.65,0.80
0.63,0.79
0.61,0.78
0.59,0.77
0.57,0.75
0.54,0.74
0.50,0.73
0.48,0.71
0.43,0.70
0.39,0.68
0.34,0.66
0.31,0.64
0.27,0.62
0.23,0.60
0.20,0.57
0.16,0.54
0.13,0.51
0.09,0.49
0.06,0.46
0.02,0.42
-0.02,0.40
-0.05,0.37
-0.07,0.33
-0.11,0.30
-0.15,0.27
-0.19,0.24
-0.22,0.21
-0.26,0.18
-0.30,0.14
-0.34,0.11
-0.36,0.08
-0.40,0.04
-0.44,0.01
-0.48,-0.02
-0.51,-0.06
-0.56,-0.09
-0.60,-0.13
-0.66,-0.16
-0.69,-0.19
-0.75,-0.23
-0.81,-0.27
-0.88,-0.30
-0.92,-0.34
-0.99,-0.38
-1.07,-0.42
-1.15,-0.47
-1.20,-0.51
-1.28,-0.56
-1.36,-0.61
-1.44,-0.66
-1.50,-0.72
-1.58,-0.77
-1.66,-0.83
-1.75,-0.89
-1.80,-0.95
-1.88,-1.01
-1.94,-1.07
-2.00,-1.14
-2.03,-1.21
-2.08,-1.27
-2.12,-1.33
-2.16,-1.40
-2.19,-1.46
-2.23,-1.52
-2.27,-1.57
-2.31,-1.63
-2.34,-1.68
-2.37,-1.73
-2.40,-1.78
-2.42,-1.83
-2.43,-1.88
-2.45,-1.93
-2.46,-1.97
-2.47,-2.01
-2.47,-2.05
-2.47,-2.09
-2.46,-2.12
-2.45,-2.15
-2.44,-2.18
-2.43,-2.21
-2.42,-2.23
-2.41,-2.25
-2.40,-2.26
-2.40,-2.27
-2.40,-2.28
-2.41,-2.29
-2.41,-2.30
-2.42,-2.30
-2.43,-2.31
-2.44,-2.32
-2.44,-2.32
-2.44,-2.33
-2.45,-2.34
-2.44,-2.35
-2.44,-2.35
-2.43,-2.36
-2.42,-2.36
-2.40,-2.37
-2.39,-2.37
-2.38,-2.37
-2.37,-2.37
-2.37,-2.37
-2.36,-2.37
-2.36,-2.36
-2.35,-2.36
-2.35,-2.36
-2.34,-2.35
-2.34,-2.35
-2.35,-2.35
-2.36,-2.34
-2.36,-2.34
-2.37,-2.34
-2.37,-2.33
-2.37,-2.33
-2.36,-2.33
-2.35,-2.33
-2.33,-2.33
-2.30,-2.34
-2.27,-2.34
-2.25,-2.33
-2.21,-2.33
-2.18,-2.32
-2.14,-2.31
-2.12,-2.30
-2.08,-2.29
-2.04,-2.27
-2.01,-2.26
-1.99,-2.24
-1.95,-2.22
-1.93,-2.20
-1.90,-2.18
-1.89,-2.15
-1.86,-2.13
-1.84,-2.11
-1.81,-2.08
-1.79,-2.06
-1.77,-2.04
-1.73,-2.02
-1.70,-1.99
-1.66,-1.97
-1.64,-1.95
-1.59,-1.92
-1.55,-1.90
-1.51,-1.87
-1.48,-1.84
-1.44,-1.82
-1.39,-1.79
-1.35,-1.76
-1.31,-1.73
-1.27,-1.69
-1.21,-1.66
-1.16,-1.63
-1.13,-1.59
-1.07,-1.56
-1.02,-1.52
-0.96,-1.49
-0.93,-1.45
-0.87,-1.41
-0.81,-1.37
-0.76,-1.33
-0.72,-1.28
-0.67,-1.24
-0.61,-1.20
-0.55,-1.15
-0.51,-1.10
-0.45,-1.06
-0.39,-1.01
-0.33,-0.97
-0.29,-0.92
-0.23,-0.87
-0.17,-0.82
-0.11,-0.77
-0.08,-0.72
-0.03,-0.67
0.02,-0.62
0.07,-0.57
0.10,-0.52
0.14,-0.47
0.18,-0.42
0.21,-0.37
0.23,-0.32
0.27,-0.28
0.30,-0.23
0.33,-0.19
0.35,-0.14
0.38,-0.10
